,UF,Cidade,Nome,Funcao
2539,GO,Goianésia, LUCIANA OTONI DE FARIA,Secretário(a) de Saúde
2540,AC,PortoWalter,ANA FLAVIA MELO DE SOUZA,Secretário(a) de Saúde
2541,AM,Maués,FRANMARTONY OLIVEIRA FIRMO,Secretário(a) de Saúde
2542,PI,Porto,MURILO SOTERO ROCHA,Secretário(a) de Saúde
2543,BA,Paratinga,ELIZÂNGELA SOUZA VASCONCELOS,Secretário(a) de Saúde
2544,ES,SãoRoquedoCanaã,Kamila Sales Roldi Correa,Secretário(a) de Saúde
2545,MT,RosárioOeste,ANDERSON RODRIGO DE SÁ,Secretário(a) de Saúde
2546,PI,Palmeirais,ANA CLEIA GUIMARÃES SOARES VENTURA,Secretário(a) de Saúde
2547,PI,SãoRaimundoNonato,JUÇARA GONÇALVES DE CASTRO ,Secretário(a) de Saúde
2548,RN,Bodó,FRANKLAYNE FARIAS DE ANDRADE,Secretário(a) de Saúde
2549,RN,FernandoPedroza,ROSANE RAYANNE JOTA RIBEIRO,Secretário(a) de Saúde
2550,RN,Itajá,FRANCISCO CANINDE DA CUNHA LOPES,Secretário(a) de Saúde
2551,RN,MajorSales,ÂNGELA WILMA ROCHA,Secretário(a) de Saúde
2552,RN,TriunfoPotiguar,ABIMAEL ABSON EUFRÁSIO DA FONSÊCA ,Secretário(a) de Saúde
2553,RN,Venha-Ver,DAMIR DA SILVA BEZERRA ,Secretário(a) de Saúde
2554,PE,SãoJosédoBelmonte,FRANCISCA GOMES DE SOUZA ,Secretário(a) de Saúde
2555,BA,CastroAlves,LILIAN GOMES NERY,Secretário(a) de Saúde
2556,BA,Catu,ANEIDA CRISTINA DE SENA LAGO,Secretário(a) de Saúde
2557,BA,Poções,LUCIANA MIRANDA VASCONCELOS,Secretário(a) de Saúde
2558,BA,SantaMariadaVitória,SUELY SANTOS DA SILVA,Secretário(a) de Saúde
2559,MG,MonteSantodeMinas,ALINE MARIA DA SILVA FERNANDES,Secretário(a) de Saúde
2560,ES,SantaTeresa,FAUSTO COVRE,Secretário(a) de Saúde
2561,PR,Umuarama,HERISON CLEIK DA SILVA LIMA,Secretário(a) de Saúde
2562,MA,Arari,Rosário do Desterro Ribeiro Abas,Secretário(a) de Saúde
2563,MA,Esperantinópolis,JOELSON RIBEIRO BEZERRA,Secretário(a) de Saúde
2564,BA,Camamu,THARSIA OLIVEIRA DE MENEZES BASTOS ,Secretário(a) de Saúde
2565,ES,Itapemirim,Karen Maria do Nascimento Elias,Secretário(a) de Saúde
2566,SP,Lavrinhas,MARIA REGINA de siqueira MAdeira,Secretário(a) de Saúde
2567,RS,Canguçu,ELIÉZER JORGE TIMM,Secretário(a) de Saúde
2568,RS,Canoas,ELOIR ANTONIO VIA,Secretário(a) de Saúde
2569,RS,Sarandi,RICARDO DENTI JUNIOR,Secretário(a) de Saúde
2570,MA,PresidenteDutra,MICHERLLI FERNANDES DE SOUSA CALDAS ,Secretário(a) de Saúde
2571,PB,Monteiro,Ana Paula Barbosa Oliveira Morato,Secretário(a) de Saúde
2572,PE,Altinho,MARIA ZENAIDE SANTOS DE PAULA SILVA,Secretário(a) de Saúde
2573,BA,Ilhéus,ANDRÉ LUIZ CEZÁRIO CAMPOS,Secretário(a) de Saúde
2574,SP,RegenteFeijó,SOLANGE APARECIDA MALACRIDA BROCCA,Secretário(a) de Saúde
2575,PR,Clevelândia,Kelli da Silva de Moraes,Secretário(a) de Saúde
2576,MG,LimeiradoOeste,EDER AGUIAR TEIXEIRA,Secretário(a) de Saúde
2577,MG,SãoPedrodosFerros,JACYARA FRANKLIN CAMPOS,Secretário(a) de Saúde
2578,ES,GovernadorLindenberg,JULIANO COVRE TREVISSANI,Secretário(a) de Saúde
2579,SP,Lucianópolis,ELAINE CRISTINA TONI XAVIER,Secretário(a) de Saúde
2580,SP,MonteAzulPaulista,CAMILA BATISTA DE OLIVEIRA,Secretário(a) de Saúde
2581,SP,Morungaba,Marla Stranieri ,Secretário(a) de Saúde
2582,SP,NovaCanaãPaulista,RODRIGO SOLDÁ,Secretário(a) de Saúde
2583,SP,NovaLuzitânia,KEILE RENATA PADOVEZZI ,Secretário(a) de Saúde
2584,SP,Paulicéia,MARCOS ROBERTO DA COSTA GIRALDO,Secretário(a) de Saúde
2585,SP,Ubarana,MARIANA AMORIM DE OLIVEIRA,Secretário(a) de Saúde
2586,RS,Soledade,DIEGO VIDALETTI SILVA,Secretário(a) de Saúde
2587,MT,Paranaíta,ANDREIA FABIANA DOS REIS,Secretário(a) de Saúde
2588,MT,Paranatinga,ELI GOMES DE OLIVEIRA,Secretário(a) de Saúde
2589,GO,Britânia,SANDRA EDUARDO DE FARIA SILVA,Secretário(a) de Saúde
2590,PI,MonteAlegredoPiauí,ARLETE DIVINA DOS SANTOS DUARTE,Secretário(a) de Saúde
2591,CE,Salitre,Georgia de Souza Pereira,Secretário(a) de Saúde
2592,BA,Cotegipe,FRANCISCO GOMES DA CRUZ,Secretário(a) de Saúde
2593,BA,PortoSeguro,PAULO CESAR ONISHI,Secretário(a) de Saúde
2594,BA,Ubaíra,JAMILE BARBOSA DE SOUZA,Secretário(a) de Saúde
2595,RJ,ComendadorLevyGasparian,Otávio Ribeiro Bedinelli,Secretário(a) de Saúde
2596,RJ,Japeri,Roberto Pontes,Secretário(a) de Saúde
2597,SP,Guarujá,Vitor Hugo Straub Canasiro,Secretário(a) de Saúde
2598,RR,AltoAlegre,CLAUDIOMIRO AGUIAR FERREIRA,Secretário(a) de Saúde
2599,RR,Bonfim,LISETE SPIES,Secretário(a) de Saúde
2600,RR,Mucajaí,ANTONIO CARLOS MONTEIRO DE FIGUEIREDO,Secretário(a) de Saúde
2601,RR,Normandia,JEOVAN OLIVEIRA DA SILVA ,Secretário(a) de Saúde
2602,RR,SãoJoãodaBaliza,PAULO ALVES DE ARAÚJO ,Secretário(a) de Saúde
2603,RR,SãoLuiz,ELIAS BESCHORNER DA SILVA ,Secretário(a) de Saúde
2604,PI,ÁguaBranca,AMILTON FEITOSA DA SILVA,Secretário(a) de Saúde
2605,PI,ConceiçãodoCanindé,JOSÉ ARIMATÉIA COSTA,Secretário(a) de Saúde
2606,PE,AfogadosdaIngazeira,ARTUR BELARMINO DE AMORIM,Secretário(a) de Saúde
2607,PE,Amaraji,JOSÉ ROBERTO DO NASCIMENTO,Secretário(a) de Saúde
2608,PE,Parnamirim,KELLY JANE RAMOS ALENCAR CABRAL,Secretário(a) de Saúde
2609,PE,Petrolândia,Patrícia Jaques Marques,Secretário(a) de Saúde
2610,BA,RioReal,ELIZABETE DOS SANTOS LIMA,Secretário(a) de Saúde
2611,MG,Guaraciaba,ERICA DE SANTANA FAUSTINO,Secretário(a) de Saúde
2612,ES,VilaPavão,Elaine Maria Trancoso,Secretário(a) de Saúde
2613,SP,Assis,CRISTIANI SILVÉRIO DE ANDRADE BUSSINATI  ,Secretário(a) de Saúde
2614,RS,Iraí,EDSON BORGES DO CANTO,Secretário(a) de Saúde
2615,AM,Anamã, IRISLENE DAS CHAGAS FONSECA,Secretário(a) de Saúde
2616,PB,CurralVelho,Vanuza Pereira Siqueira ,Secretário(a) de Saúde
2617,BA,Alagoinhas,MARIA ROSANIA DE SOUZA RABELO,Secretário(a) de Saúde
2618,BA,Macajuba,RENILDES SANTANA SANTOS,Secretário(a) de Saúde
2619,PR,SantaIsabeldoIvaí,Clayton de Paula Moro,Secretário(a) de Saúde
2620,AC,Brasiléia,FRANCELIO CARNEIRO BARBOSA,Secretário(a) de Saúde
2621,MG,MontesClaros,DULCE PIMENTA GONÇALVES,Secretário(a) de Saúde
2622,MG,TrêsPontas,TERESA CRISTINA RABELO CORREA,Secretário(a) de Saúde
2623,MG,Ubá,DULCINEA THINASSI PERINI,Secretário(a) de Saúde
2624,ES,Iconha,FERNANDO CAPRINI VOLPONI,Secretário(a) de Saúde
2625,SP,ÁguasdaPrata,ERICA BORDÃO MATURANA,Secretário(a) de Saúde
2626,MT,Apiacás,FABIANA PATRÍCIA LEOCÁDIO SOARES PESSOA,Secretário(a) de Saúde
2627,GO,CocalzinhodeGoiás,GILMAR JOSE DE MENESES,Secretário(a) de Saúde
2628,RO,Parecis,SERGIO LEAO DE ARAUJO,Secretário(a) de Saúde
2629,PA,Curralinho,José Raimundo Farias de Moraes,Secretário(a) de Saúde
2630,PI,Piripiri,GABRIEL MAURIZ DE MOURA ROCHA,Secretário(a) de Saúde
2631,SP,Ibitinga,Roberto Gonella,Secretário(a) de Saúde
2632,SP,Tanabi,SORAYA CARVALHO TEIXEIRA ,Secretário(a) de Saúde
2633,PR,IracemadoOeste,LEÔNIDAS NEUBERN RODRIGUES NETO ,Secretário(a) de Saúde
2634,SC,AltoBelaVista,KEILA LAIS MULLER,Secretário(a) de Saúde
2635,SC,Paial,JANDIRA MARIA FRANZ,Secretário(a) de Saúde
2636,RS,Taquari,EMANUEL HASSEN DE JESUS,Secretário(a) de Saúde
2637,MS,Paranaíba,FRANCIANI MARIANO FORNI,Secretário(a) de Saúde
2638,MT,CampoNovodoParecis,DALMO HENRIQUE THOMAZZI,Secretário(a) de Saúde
2639,MT,CampoVerde,EDNA QUEIROZ DA SILVA,Secretário(a) de Saúde
2640,MT,Castanheira,ANA PAULA BARROS VARGENS,Secretário(a) de Saúde
2641,MT,Cláudia,JANAINA PEIXOTO ÂNGELO GIMENES DA SILVA,Secretário(a) de Saúde
2642,MT,Juruena,PATRICIA OLIVEIRA MOREIRA,Secretário(a) de Saúde
2643,MT,Matupá,TATIANE APARECIDA CASEIRO ARANDA FRANCISQUETTI,Secretário(a) de Saúde
2644,MT,NovaMutum,SONIA MARIA AVILA,Secretário(a) de Saúde
2645,MT,SãoJosédoPovo,JACKSON RIBEIRO DA SILVA,Secretário(a) de Saúde
2646,MT,Tapurah,IZAIDA ALTOÉ,Secretário(a) de Saúde
2647,GO,Uruaçu,JOSIMAR NOGUEIRA ALVES ,Secretário(a) de Saúde
2648,RO,Cabixi,JAIR GODINHO DA SILVA ,Secretário(a) de Saúde
2649,MA,BuritiBravo,LUCIMAR SA DA SILVA,Secretário(a) de Saúde
2650,PI,SãoJoãodoPiauí,YNAIARA COELHO MOREIRA,Secretário(a) de Saúde
2651,CE,Beberibe,YONARA BEZERRA BATISTA,Secretário(a) de Saúde
2652,CE,Poranga,Valdeci Alves Nunes,Secretário(a) de Saúde
2653,CE,Sobral,LETÍCIA REICHEL DOS SANTOS,Secretário(a) de Saúde
2654,RN,LuísGomes,Michael Carlos da Silva,Secretário(a) de Saúde
2655,RN,SantoAntônio,Josefa Avelino de oliveira Benício ,Secretário(a) de Saúde
2656,BA,Angical,VANILTON FERREIRA MACHADO,Secretário(a) de Saúde
2657,BA,AntônioGonçalves,MAURICIO KLEBER CHAVES SOARES,Secretário(a) de Saúde
2658,BA,CampoAlegredeLourdes,GEAN ANTUNES DA SILVA,Secretário(a) de Saúde
2659,BA,CândidoSales,JOUANNA MOURENA,Secretário(a) de Saúde
2660,BA,Iraquara,GRACIELLA PEREIRA ROCHA ,Secretário(a) de Saúde
2661,BA,SantaCruzdaVitória,IRISMAR BARBOSA,Secretário(a) de Saúde
2662,BA,SoutoSoares,VAGNO SOUZA DE OLIVEIRA,Secretário(a) de Saúde
2663,ES,Fundão,Eva do Carmo Bernabe da Silva,Secretário(a) de Saúde
2664,RJ,Itaguaí,CARLOS EDUARDO CARNEIRO ZOIA ,Secretário(a) de Saúde
2665,SP,FernandoPrestes,Maria Ester Tasso Amado,Secretário(a) de Saúde
2666,RO,SãoMigueldoGuaporé,THAIS PEIXOTO CARNEIRO ,Secretário(a) de Saúde
2667,PA,Mocajuba,Wilson de Moraes Nunes,Secretário(a) de Saúde
2668,PA,Viseu,KATIANE SARRAF DAIBES MARQUES,Secretário(a) de Saúde
2669,CE,Crateús,ELISABETH MORAIS MACHADO,Secretário(a) de Saúde
2670,PB,Cubati,ELAINE CRISTINA DE SOUSA MEDEIROS,Secretário(a) de Saúde
2671,BA,Curaçá,ADRIANO NASCIMENTO DE ARAUJO,Secretário(a) de Saúde
2672,BA,Jeremoabo,DEBORAH CARVALHO DOS SANTOS,Secretário(a) de Saúde
2673,BA,Macaúbas,JACQUELINE SILVA DO BOMFIM,Secretário(a) de Saúde
2674,MG,SenhoradeOliveira,AGNALDO LEANDRO PEREIRA,Secretário(a) de Saúde
2675,RJ,Teresópolis,Clarissa Rippel Bolson Guita,Secretário(a) de Saúde
2676,RS,Piratini,WILBOR DUARTE PINHEIRO,Secretário(a) de Saúde
2677,GO,PalmeirasdeGoiás,CARLOS ALBERTO MAMEDE,Secretário(a) de Saúde
2678,PI,Beneditinos,TALLES GUSTAVO MARQUES RODRIGUES,Secretário(a) de Saúde
2679,AL,PortoRealdoColégio,DAMIÃO BARAUNA DOS SANTOS,Secretário(a) de Saúde
2680,SE,NossaSenhoradoSocorro,ENOCK LUIZ RIBEIRO DA SILVA ,Secretário(a) de Saúde
2681,BA,ConceiçãodoCoité,VANESSA CARDIM DE ANDRADE OLIVEIRA,Secretário(a) de Saúde
2682,SC,Corupá,FELIPE RAFAEL RODRIGUES,Secretário(a) de Saúde
2683,RS,Candelária,Grazieli Juliana,Secretário(a) de Saúde
2684,RS,Pelotas,ROBERTA PAGANINI LAURIA RIBEIRO ,Secretário(a) de Saúde
2685,PA,Bragança,Mario Ribeiro da Silva Júnior,Secretário(a) de Saúde
2686,MA,Carolina,LEONARDO DE SOUSA COELHO,Secretário(a) de Saúde
2687,MA,Viana,Janaira Silva Sá ,Secretário(a) de Saúde
2688,PI,Floriano,CAROLINE DE ALMEIDA REIS,Secretário(a) de Saúde
2689,AL,DoisRiachos,ROGÉRIO FERRO,Secretário(a) de Saúde
2690,BA,Cipó,ARMINDA MIRANDA DA CRUZ NETA,Secretário(a) de Saúde
2691,MG,OuroPreto,LEANDRO LEONARDO DE ASSIS MOREIRA,Secretário(a) de Saúde
2692,MG,Paiva,DÁVILA OLIVEIRA BATISTA ABREU,Secretário(a) de Saúde
2693,SC,Treviso,Vanessa Vieira Pescador,Secretário(a) de Saúde
2694,RR,BoaVista,REGINA BATISTA MATOS,Secretário(a) de Saúde
2695,PI,PalmeiradoPiauí,PAULIANA DA CONCEIÇÃO SILVA ,Secretário(a) de Saúde
2696,CE,Altaneira,Marcia Moura Evangelista,Secretário(a) de Saúde
2697,CE,FariasBrito,Maria Marcleide do Nascimento,Secretário(a) de Saúde
2698,PE,CabodeSantoAgostinho,ANA MARIA MARTINS CEZAR DE ALBUQUERQUE,Secretário(a) de Saúde
2699,PE,GlóriadoGoitá,ARTHUR OLIVEIRA,Secretário(a) de Saúde
2700,AL,Junqueiro,AMANDA,Secretário(a) de Saúde
2701,BA,GentiodoOuro,ALIANDRO VIEIRA PAIVA,Secretário(a) de Saúde
2702,BA,Jussiape,SIMONE AGUIAR NOVAIS,Secretário(a) de Saúde
2703,BA,Uauá,JORGE LUIZ LOBO ROSA,Secretário(a) de Saúde
2704,RS,FontouraXavier,EDUARDO SOUZA DOS SANTOS,Secretário(a) de Saúde
2705,RS,Paraí,Ana Paula Paludo,Secretário(a) de Saúde
2706,MS,FátimadoSul,KUDELÇA DORNELES DOS SANTO,Secretário(a) de Saúde
2707,MT,ÁguaBoa,EBERSON MATEUS DOS SANTOS,Secretário(a) de Saúde
2708,GO,CorumbádeGoiás,THIAGO FONTES DE MEDEIROS,Secretário(a) de Saúde
2709,PB,Araruna,AMERICA LOUDAL FLORETINO TEIXEIRA DA COSTA ,Secretário(a) de Saúde
2710,PB,Sousa,AMANDA OLIVEIRA DA SILVEIRA MARQUES DANTAS,Secretário(a) de Saúde
2711,MG,Bambuí,ALESSANDRO SOUSA GOMES,Secretário(a) de Saúde
2712,SP,Bananal,Claudio de Souza,Secretário(a) de Saúde
2713,SP,Capivari,Vládia de Freitas Guimarães,Secretário(a) de Saúde
2714,SP,Pindamonhangaba,ANA CLAUDIA MACEDO DOS SANTOS,Secretário(a) de Saúde
2715,SP,RiodasPedras,Joaldo Gonçalves de Oliveira,Secretário(a) de Saúde
2716,SP,SantaIsabel,Rosa Maria Ravazzi Moreno Delgado,Secretário(a) de Saúde
2717,SC,SantoAmarodaImperatriz,Jaqueline Kraus,Secretário(a) de Saúde
2718,MA,Brejo,POLLYANNA MARTINS CASTRO,Secretário(a) de Saúde
2719,MA,Turiaçu,MONICA VITORIA SILVA VALERIO ,Secretário(a) de Saúde
2720,CE,MissãoVelha,FRANCISCO RAFAEL MOREIRA TAVARES LUNA,Secretário(a) de Saúde
2721,BA,Piatã,IGOR TELES SILVA,Secretário(a) de Saúde
2722,RJ,Mendes,Juarez de Souza Pereira,Secretário(a) de Saúde
2723,SP,Andradina,João Leme,Secretário(a) de Saúde
2724,PR,SantaMariadoOeste,Josias Gonçalves,Secretário(a) de Saúde
2725,RN,Parazinho,DORIANE GRACIANO DE OLIVEIRA,Secretário(a) de Saúde
2726,PE,Casinhas,GEYSA MYLENA DE LIMA SILVA,Secretário(a) de Saúde
2727,PE,Manari,JUCIANNY MARIA DE CARVALHO,Secretário(a) de Saúde
2728,BA,Aracatu,MARCELA AMORIM,Secretário(a) de Saúde
2729,BA,Lajedinho,KELLY OLIVEIRA SOUZA ALVES,Secretário(a) de Saúde
2730,BA,MalhadadePedras,LUCAS BRITO SANTOS,Secretário(a) de Saúde
2731,BA,Pedrão,ANA HELENA CANDEIAS DA SILVA,Secretário(a) de Saúde
2732,PR,DiamantedoSul,ELIANE  APARECIDA DE SOUZA TIRELLI,Secretário(a) de Saúde
2733,TO,PortoNacional,CRISTIANE NUNES DE OLIVEIRA AIRES AMARAL,Secretário(a) de Saúde
2734,AL,RioLargo,JOSEFA CLÁUDIA GOMES FIGUEIREDO,Secretário(a) de Saúde
2735,BA,ÁguaFria,RENATA LOMANTO DE ARAÚJO SILVA LYRA,Secretário(a) de Saúde
2736,BA,Santanópolis,DAYANNE CRISTINA FERREIRA ASSAD,Secretário(a) de Saúde
2737,PR,TerraBoa,Evelyne Santana,Secretário(a) de Saúde
2738,PA,Itupiranga,Antonio Helder Tavares Cruz,Secretário(a) de Saúde
2739,PE,Araçoiaba,Manoel Aldo da Silva,Secretário(a) de Saúde
2740,AL,PassodeCamaragibe,ALANGLAY BARBOSA MIRAPALHETA,Secretário(a) de Saúde
2741,MG,Bocaiúva,ANDREIA ANDRADE VIEIRA MEIRA,Secretário(a) de Saúde
2742,MG,Canápolis,LEOBERTO DUTRA SOARES,Secretário(a) de Saúde
2743,SP,Campinas,LAIR ZAMBON,Secretário(a) de Saúde
2744,PR,RioAzul,Cristiana Maria Schvaidak,Secretário(a) de Saúde
2745,PR,TeixeiraSoares,AMAURI KLOSSOWSKI,Secretário(a) de Saúde
2746,RS,JúliodeCastilhos,Mariela de Lemos Rosa,Secretário(a) de Saúde
2747,TO,PedroAfonso,KELMA DE SOUSA FRANÇA,Secretário(a) de Saúde
2748,MA,BeneditoLeite,LIANA MARIA RODRIGUES FERREIRA,Secretário(a) de Saúde
2749,CE,PiquetCarneiro,VALERIA FRANCO DE SOUSA,Secretário(a) de Saúde
2750,BA,BarradaEstiva,EUDES SANTOS ALVES,Secretário(a) de Saúde
2751,BA,Juazeiro,ALCIONE ENÉAS DE ASSIS RODRIGUES ,Secretário(a) de Saúde
2752,MG,RioPardodeMinas,JARBAS SANTIAGO FELIX,Secretário(a) de Saúde
2753,PR,Irati,JOÃO ANTONIO DE ALMEIDA JR,Secretário(a) de Saúde
2754,AM,Manacapuru,RODRIGO FÁBIO BALBI SARAIVA,Secretário(a) de Saúde
2755,MA,Imperatriz,DORALINA ALMEIDA,Secretário(a) de Saúde
2756,MA,Monção,ERION CELIO PEREIRA SILVA ,Secretário(a) de Saúde
2757,RN,CaiçaradoNorte,MARIA VERÔNICA RIBEIRO BARBOSA,Secretário(a) de Saúde
2758,RN,SãoMigueldoGostoso,Hugo Patrício Monteiro Vieira,Secretário(a) de Saúde
2759,RN,TenenteLaurentinoCruz,GELIANE GARCIA SANTOS,Secretário(a) de Saúde
2760,PB,JuarezTávora,Jozilene Galdino dos Santos Araújo,Secretário(a) de Saúde
2761,BA,Brejolândia,YANNA NEVES VAGO,Secretário(a) de Saúde
2762,BA,BrotasdeMacaúbas,GIOVANA BRAGA CASTRO,Secretário(a) de Saúde
2763,BA,Canarana,MILA CHARLENE CEDRO DOURADO,Secretário(a) de Saúde
2764,BA,Irajuba,CRISTIANE RIBEIRO FONTANA,Secretário(a) de Saúde
2765,BA,Lajedão,CLEYTON HANS CUNHA MILLER,Secretário(a) de Saúde
2766,BA,Maiquinique,MAGNO MEIRA VIRGENS DOS SANTOS,Secretário(a) de Saúde
2767,BA,Morpará,CAROLINE SOUZA DE QUEIROZ,Secretário(a) de Saúde
2768,MG,Arcos,VICENTE REGINALDO TEIXEIRA,Secretário(a) de Saúde
2769,MG,Mariana,JONATHAN CHAVES SILVA,Secretário(a) de Saúde
2770,SP,Jaboticabal,ORNELA PADOVANI PEREZ,Secretário(a) de Saúde
2771,PR,SãoPedrodoIguaçu,HERMILO GAMBIN,Secretário(a) de Saúde
2772,SC,BocainadoSul,MELIANA GÓS SCHLICHTING,Secretário(a) de Saúde
2773,RS,BomJesus,Renata Camargo Zamban Paim,Secretário(a) de Saúde
2774,MS,Miranda,ROSIMEIRE LOPES DE SOUZA,Secretário(a) de Saúde
2775,GO,Morrinhos,JOSÉ RICARDO MENDONÇA,Secretário(a) de Saúde
2776,GO,Rialma,KENIA NAIVA DIAS ,Secretário(a) de Saúde
2777,PB,Cuité,ADRIANA SELIS DE SOUSA,Secretário(a) de Saúde
2778,BA,BaixaGrande,AITAN OLIVEIRA GUIMARÃES,Secretário(a) de Saúde
2779,MG,Sabará,NICOLE CUQUI ALVES,Secretário(a) de Saúde
2780,RJ,VoltaRedonda,Maria da Conceição De Souza Rocha ,Secretário(a) de Saúde
2781,RS,Bagé,RONALDO HOBUSS HOESEL,Secretário(a) de Saúde
2782,RS,DonaFrancisca,Neusa Segabinazzi Leonardi,Secretário(a) de Saúde
2783,AL,Anadia,SÔNIA TENÓRIO DE MASCARENHAS,Secretário(a) de Saúde
2784,BA,ConceiçãodoAlmeida,SUELI CAMPOS SOBRAL DE ANDRADE,Secretário(a) de Saúde
2785,BA,Ibiassucê,ROSANIA SANTOS ALMEIDA,Secretário(a) de Saúde
2786,BA,Itamari,CARLA DE VASCONCELOS,Secretário(a) de Saúde
2787,BA,Santaluz,ARIVAN CARDOSO DA SILVA,Secretário(a) de Saúde
2788,MG,Fronteira,MÁRCIA ROSANA TOLEDO GUERRA,Secretário(a) de Saúde
2789,SC,LuizAlves,Juliana Rodrigues de Brito,Secretário(a) de Saúde
2790,SC,Palmeira,REINALDO CARLOS BORGES,Secretário(a) de Saúde
2791,MS,PontaPorã,PATRICK CARVALHO DERZI,Secretário(a) de Saúde
2792,GO,Cristalina,JULIO PEREIRA CAMPOS,Secretário(a) de Saúde
2793,CE,Assaré,Regina Alice Ferreira Furtado,Secretário(a) de Saúde
2794,PE,Barreiros,Marlene Couto,Secretário(a) de Saúde
2795,BA,Abaré,RAQUEL FERRAZ DA COSTA,Secretário(a) de Saúde
2796,BA,BoaVistadoTupim,UILSON GUSTAVO MENDES MACEDO,Secretário(a) de Saúde
2797,BA,Canápolis,RUI CARAUBA DOS SANTOS,Secretário(a) de Saúde
2798,BA,Cristópolis,GLEYCIMARA OLIVEIRA DOS SANTOS,Secretário(a) de Saúde
2799,BA,Ipecaetá,RAIKA ROCHA DA SILVA FIGUEIREDO,Secretário(a) de Saúde
2800,BA,ItajudoColônia,CALIANE COSTA DUARTE ANDRADE,Secretário(a) de Saúde
2801,BA,Itaquara,SONIA KATIA LIMA ALVES,Secretário(a) de Saúde
2802,BA,Mascote,EDSON SANTOS MOREIRA,Secretário(a) de Saúde
2803,BA,RiachãodasNeves,JUSCINARA SADJA DA SILVA ROCHA ,Secretário(a) de Saúde
2804,BA,Teolândia,LIVIA DA PAIXÃO NASCIMENTO,Secretário(a) de Saúde
2805,BA,WenceslauGuimarães,FERNANDO ARGOLO ,Secretário(a) de Saúde
2806,MG,Jacuí,FLAVIA SOUZA PROENÇA,Secretário(a) de Saúde
2807,SP,Turiúba,Rodolfo Ferreira de Carvalho,Secretário(a) de Saúde
2808,SC,BomJesus,MARIZA ANGONESE,Secretário(a) de Saúde
2809,SC,BomJesusdoOeste,JUCELI CARLA  SUCKOW,Secretário(a) de Saúde
2810,SC,EntreRios,AIRTO MILIORANZA,Secretário(a) de Saúde
2811,SC,Jupiá,DÉRCIO LUZA,Secretário(a) de Saúde
2812,SC,Penha,Rodrigo Renan Medeiros,Secretário(a) de Saúde
2813,SC,PraiaGrande,Marcos da Silveira Alves,Secretário(a) de Saúde
2814,SC,Saltinho,ADEMAR LUIZ TONKELSKI,Secretário(a) de Saúde
2815,SC,SantaTerezinhadoProgresso,ELOIR R. PIMMEL,Secretário(a) de Saúde
2816,SC,SãoBernardino,ALCEU NEGRI,Secretário(a) de Saúde
2817,SC,SãoJoãoBatista,KARIN GUELLER LEOPOLDO,Secretário(a) de Saúde
2818,RS,EncruzilhadadoSul,Marco Antônio Rassier,Secretário(a) de Saúde
2819,GO,Posse,CLÁUDIA ALVES MACEDO,Secretário(a) de Saúde
2820,RN,Montanhas,Luzia Farias de Oliveira,Secretário(a) de Saúde
2821,BA,ElísioMedrado,EDILANE PEIXOTO SILVA DE HOLANDA,Secretário(a) de Saúde
2822,BA,Ibicoara,DEANE SILVA SOARES,Secretário(a) de Saúde
2823,BA,Ibirapuã,LEDA SOARES DE SOUZA PINHO,Secretário(a) de Saúde
2824,BA,Laje,CAMILA JESUS REIS,Secretário(a) de Saúde
2825,BA,Lamarão,GLEISE VANE DE ARAÚJO  SANTOS OLIVEIRA,Secretário(a) de Saúde
2826,BA,NovaItarana,DAINANE DARCK OLIVEIRA MATOS ,Secretário(a) de Saúde
2827,MG,Aiuruoca,ERLISSON VITOR LOPES,Secretário(a) de Saúde
2828,MG,Andrelândia,VANESSA TOLEDO RODRIGUES,Secretário(a) de Saúde
2829,MG,Camanducaia,SHIRLEY ANDRADE BRANDÃO,Secretário(a) de Saúde
2830,MG,Corinto,IOLANDA AUXILIADORA DA SILVA CASTRO ,Secretário(a) de Saúde
2831,MG,Natércia,VYVIAN AMBROSINO,Secretário(a) de Saúde
2832,MG,NovaBelém,LILIAN QUEZIA CORREIA MELO,Secretário(a) de Saúde
2833,MG,Piumhi,ROSANGELA APARECIDA TERRA E GUERRA ,Secretário(a) de Saúde
2834,MG,SãoTomásdeAquino,ARIANE  APARECIDA BERGAMO PIMENTA NASCIMENTO,Secretário(a) de Saúde
2835,PR,CafezaldoSul,Vania Mitiko Misawa da Silva ,Secretário(a) de Saúde
2836,SC,BalneárioCamboriú,OMAR MOHAMAD ALI TOMALIH,Secretário(a) de Saúde
2837,SC,CunhaPorã,CLOVIS WENZEL,Secretário(a) de Saúde
2838,SC,FreiRogério,VENERANDA FAQUIM PILON,Secretário(a) de Saúde
2839,SC,Grão-Pará,ADEISE BUSSOLO ROHLING,Secretário(a) de Saúde
2840,SC,Ibiam,MARIA IVETE GOMES DE OLIVEIRA,Secretário(a) de Saúde
2841,SC,Iomerê,Itacyr José Bridi,Secretário(a) de Saúde
2842,MS,BelaVista,CLEUSA CHUCARRO ,Secretário(a) de Saúde
2843,RO,NovaMamoré,ARILDO MOREIRA,Secretário(a) de Saúde
2844,MA,ItapecuruMirim,Analita de Jesus Castro Fonseca,Secretário(a) de Saúde
2845,PB,Pombal,RAYANNE PEREIRA BANDEIRA,Secretário(a) de Saúde
2846,SP,BoaEsperançadoSul,PAULA FERNANDA LETIZIO DORADO,Secretário(a) de Saúde
